Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Entrepreneurial Interest,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
2391,30,Female,Arts,3.36,0,Consultant,116217,No,434,3.6,Loan,Executive,136785,Skill Enhancement,On-Campus,No
2392,23,Male,Engineering,2.77,3,Entrepreneur,113477,No,560,3.2,Loan,Startup Founder,191294,Skill Enhancement,Online,Yes
2393,23,Female,Engineering,3.27,0,Analyst,85456,Yes,784,9.5,Loan,Marketing Director,87073,Entrepreneurship,On-Campus,Yes
2394,30,Other,Economics,3.07,0,Entrepreneur,96605,No,618,6.3,Scholarship,Marketing Director,165143,Skill Enhancement,Online,Yes
2395,26,Female,Business,3.1,2,Consultant,92901,No,580,1.2,Employer,Consultant,96432,Skill Enhancement,Online,No
2396,33,Female,Engineering,2.5,6,Analyst,95640,No,653,9.2,Employer,Consultant,75747,Entrepreneurship,Online,No
2397,32,Male,Arts,3.04,0,Entrepreneur,82905,Yes,606,6.8,Employer,Finance Manager,67496,Networking,Online,No
2398,23,Male,Economics,2.05,6,Engineer,35042,No,348,4.0,Self-funded,Marketing Director,71282,Career Growth,On-Campus,No
2399,33,Male,Arts,2.86,9,Consultant,50419,No,500,4.3,Employer,Marketing Director,145121,Career Growth,Online,No
2400,22,Female,Business,3.15,9,Consultant,80999,Yes,545,1.3,Scholarship,Marketing Director,176417,Entrepreneurship,On-Campus,No
2401,28,Female,Science,2.36,0,Consultant,88921,Yes,657,9.8,Loan,Executive,126046,Entrepreneurship,Online,No
2402,25,Other,Business,2.51,8,Analyst,81724,Yes,608,8.7,Self-funded,Marketing Director,192403,Skill Enhancement,On-Campus,Yes
2403,21,Male,Economics,2.44,4,Consultant,53349,No,258,1.6,Self-funded,Startup Founder,177244,Networking,On-Campus,Yes
2404,23,Male,Business,2.14,5,Entrepreneur,61627,No,548,7.1,Self-funded,Marketing Director,164708,Entrepreneurship,Online,Yes
2405,30,Female,Business,2.7,8,Engineer,80135,Yes,592,5.0,Scholarship,Executive,122114,Networking,Online,Yes
2406,28,Female,Economics,3.96,2,Entrepreneur,62264,No,453,8.3,Self-funded,Startup Founder,105016,Skill Enhancement,Online,Yes
2407,24,Male,Economics,2.71,2,Entrepreneur,89404,Yes,399,6.6,Self-funded,Marketing Director,196543,Entrepreneurship,Online,No
2408,34,Male,Arts,2.92,4,Consultant,34647,No,259,4.7,Loan,Finance Manager,147371,Networking,Online,Yes
2409,27,Female,Engineering,3.31,6,Engineer,60627,No,459,4.9,Scholarship,Startup Founder,143836,Networking,Online,No
2410,30,Female,Science,3.3,2,Engineer,103076,No,637,6.9,Scholarship,Executive,92165,Skill Enhancement,On-Campus,No
2411,32,Male,Science,3.9,3,Engineer,79278,No,279,6.9,Self-funded,Executive,114492,Skill Enhancement,On-Campus,Yes
2412,34,Male,Science,3.72,1,Engineer,77878,No,718,6.0,Self-funded,Consultant,127347,Skill Enhancement,On-Campus,Yes
2413,34,Other,Business,3.59,8,Manager,119310,Yes,399,9.0,Employer,Consultant,126863,Entrepreneurship,On-Campus,No
2414,22,Female,Economics,3.9,9,Engineer,43300,Yes,341,8.0,Employer,Marketing Director,91020,Networking,On-Campus,No
2415,27,Male,Economics,2.46,8,Consultant,92262,No,613,2.1,Scholarship,Marketing Director,74570,Skill Enhancement,On-Campus,No
2416,25,Male,Economics,3.23,1,Engineer,113534,Yes,546,8.8,Self-funded,Executive,199057,Networking,Online,Yes
2417,25,Female,Engineering,3.77,4,Entrepreneur,106172,No,738,2.8,Scholarship,Marketing Director,157112,Networking,On-Campus,Yes
2418,26,Male,Economics,3.25,0,Manager,64274,No,734,9.6,Scholarship,Marketing Director,189769,Networking,Online,No
2419,33,Male,Economics,3.95,7,Entrepreneur,66243,Yes,685,8.3,Self-funded,Finance Manager,192938,Networking,On-Campus,Yes
2420,29,Female,Business,2.2,5,Consultant,59930,No,263,9.2,Loan,Consultant,131773,Career Growth,On-Campus,No
2421,34,Male,Arts,2.88,9,Consultant,98793,No,608,7.1,Loan,Consultant,104999,Networking,On-Campus,Yes
2422,26,Female,Science,3.95,9,Engineer,42566,Yes,290,6.9,Loan,Startup Founder,124201,Entrepreneurship,Online,Yes
2423,32,Male,Business,2.76,1,Consultant,44116,Yes,336,3.2,Loan,Startup Founder,155311,Entrepreneurship,On-Campus,Yes
2424,33,Female,Business,3.48,1,Manager,61507,No,657,6.6,Scholarship,Consultant,139339,Networking,Online,Yes
2425,34,Male,Business,2.06,9,Entrepreneur,63003,No,324,4.8,Loan,Marketing Director,104601,Skill Enhancement,Online,Yes
2426,28,Male,Science,3.39,4,Consultant,34753,No,268,2.4,Loan,Executive,195771,Entrepreneurship,On-Campus,No
2427,27,Male,Business,3.87,6,Consultant,99699,No,389,4.2,Scholarship,Marketing Director,85802,Skill Enhancement,Online,Yes
2428,29,Female,Arts,2.77,8,Manager,56556,No,380,7.0,Loan,Executive,101001,Entrepreneurship,On-Campus,No
2429,24,Female,Economics,2.04,8,Analyst,102647,Yes,435,8.9,Self-funded,Marketing Director,115359,Networking,On-Campus,No
2430,22,Male,Arts,2.06,5,Analyst,87309,No,616,4.9,Loan,Consultant,165002,Networking,Online,Yes
2431,27,Female,Economics,3.78,1,Manager,39391,Yes,423,3.6,Loan,Executive,186120,Career Growth,Online,Yes
2432,26,Female,Economics,3.45,5,Consultant,70467,No,428,2.4,Loan,Consultant,72605,Career Growth,Online,No
2433,21,Other,Business,2.21,0,Manager,94964,No,776,4.6,Self-funded,Finance Manager,162565,Skill Enhancement,Online,No
2434,31,Male,Business,2.11,1,Manager,104344,No,655,3.6,Self-funded,Consultant,158535,Networking,Online,No
2435,29,Female,Science,3.61,2,Analyst,105681,No,514,5.0,Self-funded,Consultant,162234,Entrepreneurship,On-Campus,No
2436,29,Male,Engineering,3.62,4,Engineer,39009,No,597,1.9,Self-funded,Consultant,164133,Skill Enhancement,Online,No
2437,32,Male,Arts,2.24,9,Consultant,35386,No,288,7.6,Scholarship,Consultant,60433,Entrepreneurship,On-Campus,Yes
2438,22,Other,Science,2.6,0,Entrepreneur,108539,Yes,480,1.0,Loan,Startup Founder,189391,Career Growth,On-Campus,Yes
2439,23,Female,Science,3.56,9,Manager,49487,Yes,736,7.3,Loan,Finance Manager,90115,Career Growth,Online,Yes
2440,25,Male,Arts,3.05,4,Analyst,62958,No,573,3.8,Employer,Marketing Director,194300,Entrepreneurship,Online,Yes
2441,25,Male,Arts,3.91,4,Engineer,39910,No,306,4.2,Self-funded,Finance Manager,123367,Networking,On-Campus,No
2442,21,Female,Economics,2.96,3,Consultant,70122,Yes,701,2.5,Self-funded,Consultant,117126,Career Growth,On-Campus,No
2443,28,Female,Engineering,3.35,2,Manager,55406,No,512,9.7,Loan,Marketing Director,68519,Career Growth,On-Campus,No
2444,32,Male,Business,3.02,6,Analyst,66240,Yes,763,1.5,Loan,Marketing Director,60081,Skill Enhancement,Online,Yes
2445,28,Other,Engineering,3.89,6,Manager,68041,No,303,3.5,Loan,Finance Manager,136943,Networking,On-Campus,Yes
2446,24,Male,Engineering,2.8,0,Entrepreneur,114018,No,670,2.3,Self-funded,Finance Manager,164954,Skill Enhancement,On-Campus,Yes
2447,33,Male,Business,2.46,6,Consultant,65353,No,661,5.3,Self-funded,Consultant,162486,Networking,Online,Yes
2448,27,Female,Engineering,2.65,2,Consultant,106053,No,308,6.0,Scholarship,Executive,146669,Entrepreneurship,Online,Yes
2449,31,Male,Science,3.71,2,Consultant,30450,Yes,679,2.8,Employer,Marketing Director,111910,Career Growth,On-Campus,Yes
2450,30,Male,Science,3.0,5,Consultant,44174,No,696,6.9,Scholarship,Marketing Director,123846,Entrepreneurship,On-Campus,Yes
2451,23,Female,Business,2.71,5,Analyst,50813,No,668,6.0,Scholarship,Consultant,148994,Skill Enhancement,On-Campus,No
2452,26,Female,Business,3.09,3,Entrepreneur,38956,No,343,8.6,Scholarship,Marketing Director,151236,Career Growth,On-Campus,Yes
2453,34,Male,Arts,2.27,4,Manager,92974,Yes,462,9.2,Loan,Consultant,93450,Skill Enhancement,Online,Yes
2454,30,Female,Arts,2.01,2,Analyst,73513,Yes,461,7.3,Scholarship,Executive,179220,Entrepreneurship,On-Campus,Yes
2455,33,Female,Engineering,2.56,2,Engineer,63249,Yes,382,6.7,Scholarship,Startup Founder,165155,Networking,On-Campus,No
2456,30,Male,Engineering,3.21,8,Consultant,81559,No,415,6.4,Employer,Finance Manager,179178,Skill Enhancement,On-Campus,Yes
2457,32,Female,Business,3.42,4,Consultant,45038,No,481,2.5,Scholarship,Executive,181879,Skill Enhancement,On-Campus,Yes
2458,34,Male,Engineering,3.65,0,Manager,44480,No,274,8.9,Scholarship,Executive,181224,Skill Enhancement,Online,No
2459,29,Male,Economics,3.85,8,Consultant,34648,No,648,4.2,Self-funded,Executive,125853,Networking,Online,Yes
2460,21,Female,Science,2.82,9,Consultant,46459,No,297,7.2,Self-funded,Marketing Director,63141,Entrepreneurship,Online,Yes
2461,25,Other,Engineering,3.48,5,Manager,46166,Yes,301,5.0,Employer,Consultant,148692,Skill Enhancement,Online,Yes
2462,24,Male,Engineering,2.15,8,Entrepreneur,59344,No,309,9.1,Loan,Marketing Director,78380,Career Growth,On-Campus,Yes
2463,28,Male,Arts,2.12,6,Analyst,40527,No,722,4.7,Employer,Startup Founder,111043,Entrepreneurship,Online,No
2464,31,Male,Economics,2.25,9,Entrepreneur,96996,No,702,6.0,Self-funded,Marketing Director,153918,Career Growth,Online,No
2465,32,Male,Engineering,2.9,9,Manager,70269,No,786,2.7,Loan,Consultant,97047,Skill Enhancement,Online,No
2466,21,Male,Science,2.42,6,Consultant,108913,No,432,6.0,Scholarship,Executive,129074,Networking,Online,Yes
2467,29,Male,Engineering,2.57,4,Consultant,106976,No,488,2.8,Scholarship,Marketing Director,163361,Career Growth,On-Campus,Yes
2468,26,Female,Business,3.3,6,Entrepreneur,92790,No,313,8.2,Scholarship,Finance Manager,197303,Skill Enhancement,On-Campus,Yes
2469,24,Male,Economics,2.72,9,Engineer,31998,No,570,4.3,Employer,Consultant,136405,Skill Enhancement,Online,Yes
2470,32,Male,Engineering,3.11,3,Analyst,65358,Yes,765,4.8,Scholarship,Executive,154299,Career Growth,On-Campus,Yes
2471,29,Female,Economics,2.82,5,Consultant,78071,No,787,6.8,Self-funded,Startup Founder,150971,Career Growth,Online,Yes
2472,31,Female,Engineering,2.34,1,Manager,54774,No,775,1.8,Self-funded,Marketing Director,176153,Career Growth,On-Campus,Yes
2473,25,Male,Science,2.15,9,Entrepreneur,40659,No,667,3.8,Self-funded,Startup Founder,107753,Career Growth,Online,Yes
2474,25,Male,Science,2.47,2,Analyst,31097,No,660,9.4,Loan,Consultant,192921,Entrepreneurship,Online,Yes
2475,32,Female,Economics,2.12,1,Engineer,97677,Yes,270,8.8,Loan,Marketing Director,156480,Career Growth,Online,Yes
2476,25,Male,Arts,3.24,9,Consultant,86172,No,796,3.1,Employer,Finance Manager,167443,Entrepreneurship,On-Campus,Yes
2477,21,Male,Arts,3.59,1,Entrepreneur,102039,No,703,5.6,Employer,Startup Founder,142671,Entrepreneurship,On-Campus,Yes
2478,21,Female,Business,2.68,6,Consultant,86488,Yes,732,6.2,Employer,Finance Manager,151419,Entrepreneurship,On-Campus,Yes
2479,28,Male,Arts,2.77,4,Entrepreneur,56884,No,403,3.7,Loan,Finance Manager,93381,Entrepreneurship,On-Campus,No
2480,32,Male,Economics,3.63,5,Engineer,74805,Yes,254,4.1,Loan,Finance Manager,87538,Career Growth,On-Campus,Yes
2481,28,Male,Arts,2.45,2,Manager,79423,No,561,9.8,Scholarship,Marketing Director,68103,Career Growth,Online,Yes
2482,32,Male,Business,2.24,9,Manager,77311,No,571,2.2,Scholarship,Consultant,180170,Skill Enhancement,On-Campus,Yes
2483,26,Male,Engineering,3.0,4,Analyst,113287,No,769,9.2,Self-funded,Marketing Director,89240,Career Growth,Online,Yes
2484,32,Other,Arts,3.29,4,Consultant,102557,No,313,4.2,Employer,Executive,180246,Career Growth,On-Campus,Yes
2485,31,Male,Economics,3.2,3,Consultant,73410,Yes,681,3.2,Scholarship,Consultant,88066,Entrepreneurship,On-Campus,No
2486,33,Male,Economics,3.43,9,Consultant,33311,No,618,3.3,Employer,Marketing Director,95577,Skill Enhancement,Online,Yes
2487,24,Male,Business,2.11,3,Manager,105386,No,264,3.5,Self-funded,Executive,74402,Career Growth,Online,Yes
2488,22,Female,Business,2.86,7,Analyst,55018,No,731,3.6,Loan,Marketing Director,181899,Entrepreneurship,Online,Yes
2489,34,Female,Science,2.48,5,Manager,38800,No,573,3.3,Scholarship,Executive,152053,Career Growth,Online,No
2490,22,Male,Science,3.52,1,Entrepreneur,63860,No,568,8.6,Scholarship,Finance Manager,91704,Skill Enhancement,On-Campus,No
2491,29,Female,Science,3.75,1,Consultant,33784,Yes,340,3.4,Scholarship,Marketing Director,162314,Career Growth,On-Campus,Yes
2492,25,Male,Engineering,2.56,1,Entrepreneur,85764,No,552,8.8,Employer,Startup Founder,188774,Career Growth,On-Campus,Yes
2493,24,Male,Economics,2.19,5,Engineer,62390,Yes,518,9.7,Scholarship,Consultant,98819,Career Growth,Online,Yes
2494,30,Male,Science,2.51,0,Entrepreneur,114777,No,729,3.5,Self-funded,Startup Founder,135672,Career Growth,Online,Yes
2495,33,Male,Economics,2.21,2,Entrepreneur,97480,Yes,348,6.1,Loan,Executive,84307,Career Growth,Online,No
2496,21,Male,Business,2.64,0,Entrepreneur,65639,Yes,617,5.1,Loan,Startup Founder,182645,Networking,On-Campus,Yes
2497,27,Female,Engineering,3.08,3,Manager,104670,Yes,551,8.6,Self-funded,Finance Manager,108604,Skill Enhancement,On-Campus,No
2498,23,Male,Business,3.95,0,Entrepreneur,36604,No,259,3.8,Self-funded,Marketing Director,146882,Entrepreneurship,Online,Yes
2499,26,Female,Economics,2.8,8,Consultant,105185,No,688,7.9,Scholarship,Consultant,184667,Skill Enhancement,On-Campus,No
2500,25,Male,Science,2.44,5,Analyst,78585,Yes,784,5.3,Loan,Consultant,189515,Skill Enhancement,Online,No
2501,25,Male,Business,2.33,7,Engineer,70407,No,528,6.7,Scholarship,Finance Manager,113293,Career Growth,Online,No
2502,31,Male,Arts,2.35,1,Consultant,32138,No,317,6.2,Employer,Executive,99258,Career Growth,On-Campus,Yes
2503,25,Female,Engineering,2.39,5,Analyst,104016,Yes,382,1.6,Scholarship,Startup Founder,140512,Career Growth,On-Campus,Yes
2504,21,Male,Economics,3.52,3,Consultant,118857,Yes,765,6.3,Scholarship,Startup Founder,145267,Career Growth,Online,Yes
2505,21,Female,Science,2.12,6,Entrepreneur,101651,No,663,8.4,Employer,Finance Manager,65446,Career Growth,Online,No
2506,23,Male,Business,3.99,7,Engineer,66112,Yes,354,3.6,Loan,Consultant,144896,Career Growth,Online,No
2507,34,Male,Engineering,3.05,5,Consultant,53532,No,474,4.6,Employer,Consultant,68908,Career Growth,Online,No
2508,32,Male,Science,3.09,0,Engineer,37681,No,489,2.8,Scholarship,Finance Manager,120560,Skill Enhancement,On-Campus,Yes
2509,30,Male,Business,2.72,7,Manager,100222,No,367,2.9,Scholarship,Startup Founder,192668,Career Growth,On-Campus,Yes
2510,24,Male,Economics,3.38,0,Manager,69467,No,779,3.8,Scholarship,Startup Founder,193425,Career Growth,Online,Yes
2511,25,Male,Arts,2.94,8,Entrepreneur,81782,Yes,665,7.8,Scholarship,Finance Manager,82925,Skill Enhancement,On-Campus,Yes
2512,22,Female,Arts,2.66,1,Entrepreneur,42835,No,666,5.3,Self-funded,Marketing Director,114426,Entrepreneurship,On-Campus,Yes
2513,28,Male,Economics,2.53,9,Manager,45281,Yes,361,7.2,Self-funded,Marketing Director,92127,Entrepreneurship,On-Campus,Yes
2514,31,Female,Engineering,3.85,5,Consultant,54298,Yes,263,9.4,Scholarship,Consultant,90453,Networking,Online,No
2515,31,Male,Economics,2.58,7,Analyst,112143,No,749,7.6,Scholarship,Finance Manager,153693,Career Growth,Online,Yes
2516,34,Female,Business,2.87,4,Analyst,58226,No,478,4.4,Scholarship,Executive,114581,Entrepreneurship,On-Campus,No
2517,22,Female,Engineering,2.7,1,Manager,97057,Yes,652,5.6,Scholarship,Consultant,115369,Skill Enhancement,Online,Yes
2518,29,Male,Arts,2.17,4,Analyst,68816,No,356,3.5,Scholarship,Startup Founder,68517,Career Growth,Online,Yes
2519,22,Male,Business,2.37,0,Consultant,67912,No,488,1.6,Scholarship,Consultant,108494,Networking,On-Campus,Yes
2520,33,Female,Science,2.38,7,Analyst,100308,Yes,252,7.0,Scholarship,Consultant,99191,Career Growth,On-Campus,Yes
2521,29,Female,Science,3.39,7,Analyst,101843,No,576,7.0,Loan,Consultant,155194,Skill Enhancement,On-Campus,No
2522,27,Male,Science,2.81,1,Manager,61010,No,687,8.7,Loan,Executive,125266,Career Growth,Online,Yes
2523,28,Male,Arts,3.56,5,Engineer,107586,No,287,2.4,Self-funded,Finance Manager,88459,Skill Enhancement,On-Campus,Yes
2524,31,Female,Economics,3.42,7,Engineer,40284,Yes,625,9.0,Self-funded,Finance Manager,101778,Networking,Online,Yes
2525,22,Male,Engineering,2.38,9,Consultant,108191,No,255,8.1,Scholarship,Consultant,196262,Career Growth,On-Campus,No
2526,27,Female,Arts,3.13,7,Engineer,92674,Yes,557,2.0,Loan,Marketing Director,61401,Networking,On-Campus,No
2527,32,Male,Business,3.49,6,Entrepreneur,30736,No,371,9.8,Employer,Marketing Director,103307,Networking,On-Campus,Yes
2528,26,Male,Business,3.27,2,Manager,59594,No,421,1.4,Scholarship,Marketing Director,156201,Entrepreneurship,Online,Yes
2529,24,Female,Science,3.2,3,Engineer,92238,Yes,669,8.2,Loan,Consultant,97755,Entrepreneurship,Online,Yes
2530,27,Female,Engineering,3.48,0,Analyst,118898,Yes,569,4.9,Employer,Consultant,186758,Networking,Online,Yes
2531,34,Male,Science,2.11,8,Engineer,46244,Yes,496,8.8,Employer,Finance Manager,155520,Networking,On-Campus,Yes
2532,33,Male,Business,3.46,9,Manager,36663,No,442,7.6,Loan,Executive,146856,Career Growth,On-Campus,No
2533,24,Female,Business,2.55,9,Analyst,108881,No,681,1.5,Scholarship,Startup Founder,97544,Skill Enhancement,Online,No
2534,22,Female,Economics,3.14,1,Analyst,114201,No,414,3.2,Loan,Finance Manager,157118,Entrepreneurship,On-Campus,No
2535,30,Male,Economics,2.48,9,Manager,37348,Yes,500,9.6,Employer,Consultant,192324,Career Growth,Online,No
2536,32,Female,Economics,3.68,6,Consultant,68801,No,597,2.3,Employer,Consultant,168656,Networking,On-Campus,Yes
2537,27,Female,Science,2.96,7,Consultant,100155,Yes,298,1.6,Self-funded,Marketing Director,178235,Networking,On-Campus,Yes
2538,28,Female,Engineering,3.29,3,Manager,94237,No,560,2.4,Scholarship,Consultant,75806,Career Growth,Online,No
2539,22,Female,Economics,3.59,9,Manager,76943,Yes,288,7.5,Employer,Consultant,94870,Networking,Online,Yes
2540,25,Male,Arts,3.79,0,Manager,71345,Yes,413,1.4,Loan,Marketing Director,141633,Entrepreneurship,On-Campus,Yes
2541,21,Female,Economics,3.46,4,Analyst,91363,Yes,443,4.9,Scholarship,Startup Founder,72870,Entrepreneurship,On-Campus,Yes
2542,27,Female,Science,2.3,9,Analyst,84091,Yes,699,1.8,Loan,Consultant,108221,Career Growth,Online,No
2543,28,Male,Engineering,3.71,9,Manager,40566,Yes,317,7.2,Employer,Marketing Director,99913,Skill Enhancement,Online,Yes
2544,33,Male,Economics,3.24,5,Analyst,63281,Yes,523,3.3,Scholarship,Marketing Director,137114,Career Growth,Online,Yes
2545,26,Male,Engineering,3.22,6,Entrepreneur,87370,Yes,372,7.2,Self-funded,Executive,94287,Skill Enhancement,Online,Yes
2546,25,Female,Arts,3.84,0,Manager,109769,No,752,2.6,Employer,Consultant,119935,Entrepreneurship,On-Campus,Yes
2547,26,Male,Business,2.5,3,Analyst,63432,Yes,416,4.6,Loan,Startup Founder,142199,Entrepreneurship,Online,No
2548,22,Female,Engineering,2.48,4,Consultant,74944,No,708,9.3,Self-funded,Startup Founder,178549,Entrepreneurship,Online,No
2549,21,Female,Economics,3.03,4,Manager,52208,No,764,4.5,Loan,Finance Manager,116144,Networking,On-Campus,No
2550,27,Female,Science,3.5,6,Manager,69006,Yes,277,2.0,Scholarship,Consultant,174398,Networking,On-Campus,No
2551,27,Female,Science,2.89,3,Manager,52695,Yes,393,4.3,Loan,Marketing Director,80714,Skill Enhancement,Online,Yes
2552,30,Other,Science,3.27,9,Engineer,80692,Yes,732,5.1,Loan,Marketing Director,61924,Career Growth,On-Campus,Yes
2553,31,Male,Science,2.91,6,Manager,105483,No,372,5.1,Loan,Executive,102727,Networking,On-Campus,Yes
2554,30,Female,Engineering,3.22,7,Consultant,107851,Yes,365,7.4,Scholarship,Marketing Director,181186,Entrepreneurship,Online,Yes
2555,34,Male,Science,3.64,1,Analyst,91176,Yes,271,2.1,Loan,Marketing Director,194224,Entrepreneurship,Online,Yes
2556,22,Female,Business,2.36,0,Manager,69925,No,585,5.2,Self-funded,Finance Manager,148367,Skill Enhancement,Online,No
2557,22,Male,Arts,3.39,9,Entrepreneur,38499,Yes,582,3.3,Employer,Marketing Director,177286,Entrepreneurship,On-Campus,Yes
2558,21,Other,Engineering,3.57,9,Analyst,74429,No,298,5.0,Self-funded,Executive,108544,Career Growth,Online,No
2559,30,Female,Engineering,2.89,0,Consultant,73793,Yes,758,2.6,Loan,Executive,180990,Entrepreneurship,Online,No
2560,28,Female,Science,2.65,0,Engineer,41556,Yes,533,3.1,Scholarship,Finance Manager,150512,Networking,Online,Yes
2561,28,Male,Science,2.03,8,Consultant,30703,Yes,485,6.0,Employer,Startup Founder,145133,Career Growth,Online,Yes
2562,21,Male,Engineering,3.59,3,Engineer,102174,No,649,3.7,Employer,Finance Manager,88824,Skill Enhancement,Online,Yes
2563,32,Female,Science,2.66,8,Analyst,30354,No,313,2.4,Loan,Consultant,97065,Entrepreneurship,Online,Yes
2564,31,Male,Science,2.71,6,Engineer,63314,Yes,437,6.6,Scholarship,Finance Manager,193136,Skill Enhancement,On-Campus,Yes
2565,28,Female,Science,2.67,6,Analyst,44973,Yes,443,8.5,Self-funded,Startup Founder,136891,Entrepreneurship,On-Campus,Yes
2566,29,Male,Science,3.0,1,Consultant,100672,Yes,275,8.4,Loan,Finance Manager,136762,Skill Enhancement,Online,No
2567,34,Female,Science,3.4,1,Consultant,95645,Yes,419,8.5,Loan,Consultant,197809,Skill Enhancement,Online,Yes
2568,24,Male,Economics,3.54,4,Engineer,80650,No,636,1.2,Loan,Startup Founder,199999,Skill Enhancement,Online,Yes
2569,21,Female,Economics,2.79,9,Entrepreneur,93497,No,526,7.2,Self-funded,Consultant,86848,Skill Enhancement,On-Campus,Yes
2570,21,Female,Economics,3.33,0,Consultant,87906,Yes,446,10.0,Employer,Startup Founder,169408,Entrepreneurship,On-Campus,Yes
2571,23,Male,Engineering,3.44,6,Engineer,88931,No,273,7.5,Self-funded,Startup Founder,171920,Career Growth,Online,Yes
2572,34,Male,Arts,2.59,6,Manager,86044,No,504,3.4,Self-funded,Startup Founder,88698,Entrepreneurship,On-Campus,No
2573,25,Male,Engineering,2.19,7,Analyst,94831,No,257,6.1,Scholarship,Consultant,80180,Career Growth,Online,No
2574,25,Female,Economics,3.79,6,Manager,94800,No,722,5.3,Employer,Consultant,60717,Entrepreneurship,Online,No
2575,29,Female,Engineering,3.35,7,Manager,44944,No,615,5.1,Loan,Consultant,145634,Networking,On-Campus,Yes
2576,30,Female,Arts,3.3,2,Manager,76459,Yes,261,7.5,Scholarship,Startup Founder,186748,Career Growth,Online,Yes
2577,34,Female,Science,2.12,2,Engineer,62944,Yes,321,2.1,Loan,Consultant,102386,Skill Enhancement,Online,Yes
2578,32,Male,Business,3.64,7,Consultant,76443,Yes,312,2.1,Scholarship,Executive,187722,Entrepreneurship,On-Campus,No
2579,22,Male,Economics,3.13,8,Manager,57774,Yes,412,5.6,Scholarship,Executive,70789,Networking,Online,No
2580,22,Male,Economics,3.7,9,Engineer,117302,No,799,9.8,Self-funded,Finance Manager,186957,Skill Enhancement,On-Campus,No
2581,26,Male,Arts,3.95,3,Consultant,75040,No,526,1.6,Scholarship,Finance Manager,167887,Entrepreneurship,On-Campus,Yes
2582,29,Other,Science,3.91,7,Analyst,35056,No,651,4.3,Scholarship,Marketing Director,129053,Entrepreneurship,Online,Yes
2583,21,Female,Science,3.71,0,Consultant,88238,Yes,755,5.6,Employer,Startup Founder,95545,Networking,Online,Yes
2584,29,Male,Business,2.02,1,Consultant,94957,No,781,1.0,Employer,Executive,91470,Career Growth,Online,Yes
2585,29,Female,Science,3.77,9,Manager,101945,Yes,728,3.7,Scholarship,Marketing Director,170523,Skill Enhancement,Online,Yes
2586,33,Female,Arts,2.15,9,Engineer,43598,Yes,459,2.0,Employer,Startup Founder,184379,Entrepreneurship,Online,Yes
2587,29,Male,Science,3.7,9,Entrepreneur,46810,No,713,7.3,Scholarship,Consultant,91340,Entrepreneurship,On-Campus,Yes
2588,25,Male,Arts,2.56,8,Analyst,31527,No,494,5.0,Employer,Startup Founder,103631,Skill Enhancement,Online,Yes
2589,33,Male,Economics,3.22,1,Engineer,35250,No,678,6.6,Employer,Consultant,121372,Career Growth,On-Campus,Yes
2590,29,Female,Economics,2.08,1,Manager,45158,No,497,6.4,Scholarship,Startup Founder,162342,Skill Enhancement,On-Campus,Yes
2591,31,Other,Economics,3.54,7,Engineer,101488,No,297,4.2,Loan,Consultant,75811,Entrepreneurship,On-Campus,Yes
2592,24,Female,Engineering,2.22,4,Entrepreneur,114714,No,263,1.3,Scholarship,Consultant,93240,Skill Enhancement,On-Campus,Yes
2593,22,Male,Economics,2.82,4,Analyst,56482,Yes,640,3.4,Scholarship,Startup Founder,174805,Career Growth,Online,Yes
2594,33,Male,Arts,3.63,5,Consultant,89963,No,362,5.3,Loan,Executive,184945,Career Growth,On-Campus,No
2595,26,Female,Business,3.39,7,Analyst,57149,No,313,2.8,Employer,Marketing Director,189095,Career Growth,Online,Yes
2596,34,Female,Science,2.01,7,Entrepreneur,82719,No,534,9.4,Self-funded,Consultant,76497,Career Growth,Online,Yes
2597,24,Female,Economics,2.81,8,Analyst,117888,Yes,336,4.7,Self-funded,Marketing Director,81159,Skill Enhancement,Online,No
2598,26,Female,Engineering,2.08,9,Analyst,38947,No,744,4.2,Self-funded,Marketing Director,174714,Entrepreneurship,Online,No
2599,23,Male,Engineering,3.35,2,Manager,36303,No,498,2.0,Loan,Consultant,79586,Entrepreneurship,Online,Yes
2600,26,Female,Arts,3.94,8,Consultant,103479,Yes,475,3.5,Scholarship,Finance Manager,184918,Skill Enhancement,On-Campus,Yes
2601,22,Female,Business,3.31,2,Entrepreneur,91657,No,432,6.2,Scholarship,Marketing Director,184547,Career Growth,On-Campus,No
2602,22,Male,Economics,2.45,0,Manager,71742,No,330,8.4,Loan,Consultant,97214,Skill Enhancement,Online,Yes
2603,33,Female,Economics,2.71,4,Analyst,67409,No,635,8.0,Loan,Startup Founder,173538,Networking,On-Campus,Yes
2604,29,Male,Engineering,3.95,6,Analyst,35780,Yes,342,7.2,Loan,Finance Manager,125366,Entrepreneurship,Online,No
2605,27,Male,Arts,2.45,2,Engineer,109830,No,715,9.4,Employer,Executive,184616,Skill Enhancement,On-Campus,No
2606,23,Male,Engineering,3.12,8,Manager,36183,No,736,3.2,Self-funded,Startup Founder,187844,Networking,Online,Yes
